Date,Total NAV,NAV,Sell NAV,Buy NAV,Change
2022-09-09,6820227079.3,18.8887,18.8888,18.8887,0.3701
2022-09-12,6903038904.75,19.1133,19.1134,19.1133,0.2246
2022-09-13,6704551160.36,18.5507,18.5508,18.5507,-0.5626
2022-09-14,6694861308.77,18.5095,18.5096,18.5095,-0.0412
2022-09-15,6643576754.97,18.358,18.3581,18.358,-0.1515
2022-09-16,6532970258.72,18.0471,18.0472,18.0471,-0.3109
2022-09-19,6525826523.4,18.0219,18.022,18.0219,-0.0252
2022-09-20,6554257649.32,18.0923,18.0924,18.0923,0.0704
2022-09-21,6533785493.34,18.0261,18.0262,18.0261,-0.0662
2022-09-22,6353383144.05,17.5194,17.5195,17.5194,-0.5067
2022-09-23,6225918367.08,17.1596,17.1597,17.1596,-0.3598
2022-09-26,6242204694.29,17.1823,17.1824,17.1823,0.0227
2022-09-27,6225316220.61,17.1249,17.125,17.1249,-0.0574
2022-09-28,6310699400.05,17.3527,17.3528,17.3527,0.2278
2022-09-29,6215145471.15,17.081,17.0811,17.081,-0.2717
2022-09-30,6229962106.47,17.114,17.1141,17.114,0.033
2022-10-03,6263528070.68,17.1902,17.1903,17.1902,0.0762
2022-10-04,6527843422.15,17.8937,17.8938,17.8937,0.7035
